obj_id,ra,dec,g_mean_psf_mag,g_mean_psf_mag_error,r_mean_psf_mag,r_mean_psf_mag_error,i_mean_psf_mag,i_mean_psf_mag_error,z_mean_psf_mag,z_mean_psf_mag_error,y_mean_psf_mag,y_mean_psf_mag_error,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,target_separation (deg)
124220552562713660,55.256203,13.519271,,,,,,,13.0354995727539,0.0822829976677895,,,K2-79,55.25589624682,13.519364919030000,3.8412,7.77,-41.297,-10.089,3.12442061831121E-04
132550570669532004,57.067112,20.459496,14.7686996459961,0.00116600003093481,13.5956001281738,0.00108600000385195,12.746000289917,0.00313899992033839,12.3267002105713,0.00100000004749745,12.1142997741699,0.00324099999852479,K2-89,57.06670923242,20.45963417381,11.5973,90.138,-33.838,18.1761,4.01991584154784E-04
125400574852693092,57.48546,14.502065,14.8464002609253,0.00297300005331635,13.8838996887207,0.0027330000884831,13.4752998352051,0.00100000004749745,13.289999961853,0.00431099999696016,13.1408996582031,0.00451100012287498,K2-81,57.48549240738000,14.502210282620000,3.9954,-8.132,-35.912,-18.3616,1.49259875195665E-04
131260580035339651,58.003544,19.391026,12.4680995941162,5.99000020883977E-04,12.1997003555298,0.0558519996702671,11.9350004196167,0.0263819992542267,14.1470003128052,0.00141400005668402,11.6181001663208,0.0,K2-411,58.003451587365800,19.391196006557800,3.3457,39.306,-48.383,41.3,1.91395948856586E-04
129480582690748890,58.269142,17.906944,13.2790002822876,,12.6850004196167,,12.4250001907349,,12.2840003967285,,12.2115001678467,0.0049430001527071,K2-176,58.269160681860000,17.9070805725,4.0461,4.164,-30.643,-27.3,1.37433502882284E-04
136500587967488674,58.796803,23.756754,13.0880002975464,,12.4720001220703,,12.2720003128052,,12.1920003890991,,12.1954002380371,0.00505599984899163,K2-179,58.79689860936000,23.75679910572,5.3107,-23.554,-10.848,-2.1654,9.88746033486335E-05
134960591526867498,59.152725,22.472462,14.3884000778198,0.00306600006297231,13.2522001266479,0.00136500003281981,12.7594995498657,0.00100000004749745,12.4638004302979,0.00100000004749745,12.3239002227783,0.00480799982324243,K2-90,59.15239971455,22.47264694694,7.4454,72.835,-45.352,20.52,3.53255160717173E-04
130150594648058525,59.464737,18.464983,13.0907001495361,0.00718099996447563,12.0647001266479,0.0152310002595186,11.5543003082275,0.013484999537468,12.8402004241943,0.106168001890183,12.4095001220703,0.154706001281738,K2-85,59.46440259729,18.465246396430000,10.3253,93.932,-68.72,-4.87,4.12256117791992E-04
83450603858388986,60.385788,-20.45111,,,12.3632001876831,0.156757995486259,10.9539003372192,0.056657001376152,,,11.6981000900269,0.287082999944687,WASP-140,60.385623979840000,-20.451086548320000,8.5632,-18.548,20.322,1.98,1.55556609132677E-04
77500609493719612,60.94939,-25.408918,16.3659000396729,0.00521699991077185,15.1796998977661,0.00333300000056624,14.2474002838135,0.00325200008228421,13.8404998779297,0.00419999985024333,13.6127004623413,0.00483299978077412,HATS-75,60.9493305874,-25.408913843303300,5.1004,12.872,-1.753,0.0,5.42272828178308E-05
90080614012058264,61.401253,-14.92674,13.6351003646851,0.0,13.1660003662109,,13.0670003890991,,13.0598001480103,0.00290199997834861,13.0214996337891,5.36000006832182E-04,TOI-2714,61.40119802407710,-14.92676694714310,1.6238,11.268,4.916,43.99,5.94867275583724E-05
77580616577990678,61.657803,-25.349669,13.3970003128052,,13.0010004043579,,12.8520002365112,,12.7910003662109,,12.7971000671387,0.00357800000347197,HATS-61,61.65778152155000,-25.34970964386,1.4445,3.992,9.817,0.0,4.5330096985009E-05
87890616861903539,61.68622,-16.755747,13.4940004348755,0.00500799994915724,13.121000289917,,12.9650001525879,,12.9060001373291,,12.8231000900269,0.00943499989807606,TOI-2373,61.686168971847500,-16.755585735119400,1.9875,11.289,-39.222,4.96,1.67877383253621E-04
188540622013981502,62.201473,67.1173,11.0430002212524,,11.5500001907349,,11.9160003662109,,12.2290000915527,,13.8008003234863,0.0120400004088879,TOI-2580,62.1990896323525,67.11654816144080,2.6398,10.607,-5.049,-19.16,0.00119468363142162
126290632737427742,63.273903,15.247707,16.4253005981445,0.00640199985355139,15.2285003662109,0.00555599993094802,13.6437997817993,0.00199400004930794,12.9418001174927,8.61999986227602E-04,12.5930004119873,0.00448899995535612,K2-25,63.27338807253,15.247782800160000,22.3572,122.45,-18.603,38.7571,5.02393005669021E-04
81460637563650614,63.756252,-22.116405,12.3070001602173,,12.0950002670288,,12.0530004501343,,12.0710000991821,,12.0920000076294,0.00173200003337115,WASP-78,63.75626791053,-22.116417597370000,1.3851,-0.367,6.395,1.26,1.88707831290504E-05
166580652806384484,65.28064,48.819836,17.3831005096436,0.00394500000402331,16.1721992492676,0.00463100010529161,14.6247997283936,0.0166459996253252,13.8725004196167,0.00243299989961088,13.5034999847412,0.0018489999929443,TOI-1696,65.2805638692375,48.81991316806140,15.4752,12.873,-19.046,0.0,9.21769385467169E-05
177370654695569902,65.46957,57.815926,,,,,,,17.4484996795654,,,,XO-3,65.46960339847,57.81719147082000,4.8687,-2.721,4.186,-11.91,0.0012660265123008200
130590662363213410,66.23635,18.827374,14.6259002685547,0.0022579999640584,13.7258996963501,0.00703400000929832,13.2909002304077,0.0129610002040863,13.0604000091553,1.74999993760139E-04,12.9096002578735,0.00382099999114871,K2-87,66.23624587701,18.827420620090000,2.0044,25.917,-13.681,16.6024,1.10101220123868E-04
74160674185383635,67.41859,-28.197214,14.1147003173828,0.0063769998960197,13.6989002227783,6.24999986030161E-04,13.5284004211426,0.00111199996899813,13.5221004486084,0.00240299990400672,13.4746999740601,0.00708799995481968,HATS-63,67.41855396357000,-28.19728701054,1.5647,5.745,16.763,0.0,7.83967669495206E-05
159640685938525260,68.593956,43.03705,13.9736003875732,0.00611500022932887,13.2374000549316,0.037432998418808,11.7469997406006,0.078354999423027,14.0712003707886,0.00243499991483986,10.8759002685547,0.00100000004749745,TOI-1685,68.59373043087,43.03741447234,26.5893,37.762,-87.062,-43.4427,4.01539364923742E-04
176240688465252614,68.84652,56.868263,13.3990001678467,,12.8570003509521,,12.6070003509521,,12.4680004119873,,12.3551998138428,0.00652599986642599,HAT-P-58,68.84659503281880,56.868217993459200,1.9123,-10.883,11.862,-36.02,6.12646364372936E-05
110910689743588009,68.974396,2.431271,13.1820001602173,,12.7620000839233,,12.5690002441406,,12.4580001831055,,12.3593997955322,0.00270899990573525,HAT-P-64,68.97436251128080,2.4312899392363900,1.4693,7.671,-3.881,26.5,3.81938207953041E-05
155350695522920283,69.55234,39.45802,15.8676996231079,0.00676599983125925,14.6862001419067,0.00249100010842085,13.6412000656128,0.0027169999666512,13.1905002593994,0.00695199985057116,12.9310998916626,0.00264799990691245,TOI-3714,69.55223095428000,39.458308145233600,8.8385,19.826,-70.762,36.4,3.00403777541312E-04
107030715549234589,71.55495,-0.80486983,13.1120004653931,,12.6920003890991,,12.4980001449585,,12.3870000839233,,12.3016004562378,0.00774300005286932,TOI-2719,71.554878676575,-0.8048209805194440,1.6427,15.379,-11.952,63.85,8.39033289106122E-05
87460718244442183,71.82444,-17.115166,12.9350004196167,,12.6020002365112,,12.4680004119873,,12.4060001373291,,12.3311996459961,0.00128900003619492,WASP-141,71.82440063915000,-17.11516522805,1.9558,7.562,-1.933,34.31,3.76231868202976E-05
130380737668525374,73.766815,18.654015,,,,,,,13.6184997558594,0.251542985439301,11.5829000473022,0.00100000004749745,K2-232,73.76651092155,18.654530254870000,7.7059,61.996,-48.141,22.8618,5.90777581244405E-04
133920744022002718,74.4023,21.601978,12.2016000747681,0.0267469994723797,11.7059001922607,0.0438160002231598,12.0768995285034,0.00306900008581579,11.3457002639771,0.0123629998415709,12.0475997924805,0.0135639999061823,TOI-5350,74.40230888159790,21.60207980760110,3.5179,-1.591,-24.112,5.25,1.02010996076303E-04
165960745043031776,74.50437,48.300865,12.9770002365112,,12.4700002670288,,12.2550001144409,,12.1470003128052,,12.0902996063232,0.00530300009995699,HAT-P-62,74.5042862666175,48.30104360164530,2.8388,14.732,-43.776,51.16,1.87249064635604E-04
76730752996515337,75.29964,-26.05413,12.5920000076294,,12.3140001296997,,12.1450004577637,,12.0410003662109,,12.0023002624512,0.00887100026011467,WASP-61,75.29966114819,-26.05415767877,2.0649,0.532,3.233,19.098,3.48225126303284E-05
168150754801658143,75.48018,50.13118,13.4868001937866,0.00233999988995492,13.2810001373291,,12.9530000686646,,12.7290000915527,,12.5593004226685,0.00372399995103478,HAT-P-61,75.48024181889710,50.13127110430080,2.9113,-11.216,-21.516,3.72,9.98245660041604E-05
100520760821024231,76.08221,-6.230309,12.1406002044678,0.14639900624752,12.9906997680664,0.00100000004749745,10.2784004211426,0.0181750003248453,11.6795997619629,0.187939003109932,10.8661003112793,0.0301389992237091,WASP-35,76.08180133098,-6.22982727383,4.9411,20.758,10.963,16.96,6.28075651959095E-04
